1.1,2.1,1.1,3.1,1.2,1.1,2.2,2.1,4.1,4.2,5.1,3.2,3.1,3.2,6.1,7.1,5.2,6.2,7.2,7.1,5.1,5.2,6.2,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,16,2
1.1,1.2,2.1,3.1,3.2,3.1,4.1,4.2,2.2,2.1,5.1,6.1,6.2,7.1,7.2,5.2,5.1,7.1,7.2,7.1,6.1,6.2,5.2,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,16,2
1.1,2.1,2.1,3.1,4.1,5.1,2.2,2.1,1.2,1.1,3.2,3.1,4.2,4.1,5.2,6.1,7.1,7.2,6.2,5.1,6.2,5.2,6.1,6.2,5.2,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,14,2
1.1,2.1,3.1,4.1,3.2,3.1,2.2,2.1,5.1,1.2,1.1,1.2,5.2,5.1,6.1,7.1,6.2,7.2,4.2,4.1,6.2,6.1,7.1,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,16,2
1.1,1.2,2.1,3.1,3.2,3.1,2.2,2.1,4.1,5.1,4.2,4.1,5.2,6.1,5.2,7.1,7.2,6.2,6.2,5.1,6.2,6.1,7.1,7.2,5.2,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,14,2
1.1,2.1,3.1,2.2,2.1,2.2,4.1,4.2,5.1,6.1,1.2,1.1,6.2,7.1,3.2,5.2,7.2,3.1,5.1,6.1,6.2,7.1,3.2,5.2,5.1,7.2,5.1,5.2,7.2,3.2,7.2,3.2,7.1,7.2,3.1,3.2,6.1,6.2,0.0,0.0,0,0,5,2,2
1.1,2.1,3.1,4.1,5.1,2.2,2.1,2.2,5.2,5.1,1.2,1.1,6.1,6.2,7.1,3.2,7.2,4.2,4.1,3.1,3.2,7.1,4.1,4.2,7.2,3.1,7.2,7.1,3.1,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,10,2
1.1,2.1,3.1,4.1,1.2,1.1,3.2,3.1,2.2,2.1,4.2,4.1,5.1,6.1,7.1,5.2,7.2,6.2,6.2,7.1,5.1,6.1,7.1,6.1,7.2,7.1,5.2,6.1,6.2,6.1,5.2,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,8,2
1.1,2.1,2.2,2.1,3.1,3.2,4.1,1.2,1.1,1.2,5.1,6.1,5.2,7.1,4.2,6.2,7.2,7.1,4.1,5.1,6.1,4.1,5.2,4.1,4.2,4.1,6.1,6.2,5.1,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,10,2
1.1,2.1,2.1,3.1,1.2,1.1,3.2,3.1,2.2,2.1,4.1,4.2,5.1,6.1,5.2,7.1,6.2,7.2,7.2,5.2,6.1,5.1,5.2,5.1,6.2,6.1,7.1,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,12,2
